Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Mo Sold,Yr Sold,Sale Type,Sale Condition,Age,year_since_remod
42,528120120,3.044522437723423,RL,4.51085950651685,11520,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosN,Norm,1Fam,1Story,9,5,2005,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,6.423246963533519,Gd,TA,PConc,Ex,TA,No,GLQ,4.709530201312334,Unf,0.0,7.370860166536716,1698.0,GasA,Ex,Y,SBrkr,7.4377951216719325,0.0,0.0,7.4377951216719325,0.0,0.0,2,0,3,0.6931471805599453,Ex,7,Typ,1,Gd,Attchd,2005.0,Fin,3.0,730.0,TA,TA,Y,5.262690188904886,4.31748811353631,6,2010,WD ,Normal,5,5
43,528138020,3.044522437723423,RL,4.382026634673881,14122,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2005,2006,Hip,CompShg,CemntBd,CmentBd,BrkFace,5.484796933490655,Gd,TA,PConc,Ex,TA,No,GLQ,3.367295829986474,Unf,0.0,7.492760300922379,1822.0,GasA,Ex,Y,SBrkr,7.508238774678663,0.0,0.0,7.508238774678663,0.0,0.0,2,0,3,0.6931471805599453,Ex,8,Typ,1,Gd,Attchd,2005.0,RFn,3.0,678.0,TA,TA,Y,0.0,4.787491742782046,2,2010,WD ,Normal,5,4
44,528138060,3.044522437723423,RL,4.2626798770413155,10171,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.1298987149230735,Gd,TA,PConc,Gd,TA,No,GLQ,1.0986122886681098,Unf,0.0,7.323830566202317,1517.0,GasA,Ex,Y,SBrkr,7.336936913707618,0.0,0.0,7.336936913707618,0.0,0.0,2,0,3,0.6931471805599453,Gd,7,Typ,0,,Attchd,2004.0,RFn,2.0,532.0,TA,TA,Y,0.0,0.0,3,2010,WD ,Normal,6,6
45,528150070,3.044522437723423,RL,4.61512051684126,12919,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2009,2010,Hip,CompShg,VinylSd,VinylSd,Stone,6.634633357861686,Ex,TA,PConc,Ex,TA,Gd,GLQ,7.691200097522863,Unf,0.0,4.962844630259907,2330.0,GasA,Ex,Y,SBrkr,7.768533300926033,0.0,0.0,7.768533300926033,1.0,0.0,2,1,2,0.6931471805599453,Ex,11,Typ,2,Gd,Attchd,2009.0,Fin,3.0,820.0,TA,TA,Y,0.0,4.219507705176107,3,2010,New,Partial,1,0
46,528175010,4.795790545596741,RL,3.8066624897703196,6371,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,Stone,4.859812404361672,Gd,TA,PConc,Gd,TA,Mn,GLQ,6.598509028614515,Unf,0.0,6.439350371100098,1358.0,GasA,Ex,Y,SBrkr,7.214504414151143,0.0,0.0,7.214504414151143,1.0,0.0,2,0,2,0.6931471805599453,Gd,6,Typ,1,Gd,Attchd,2010.0,RFn,2.0,484.0,TA,TA,Y,5.262690188904886,3.58351893845611,6,2010,New,Partial,1,0
47,528176010,3.044522437723423,RL,4.709530201312334,14300,Pave,Reg,HLS,AllPub,Inside,Mod,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,6.999422467507961,Ex,TA,PConc,Ex,TA,Gd,GLQ,7.2254814727822945,Unf,0.0,7.295735072749282,2846.0,GasA,Ex,Y,SBrkr,7.89989532313973,0.0,0.0,7.89989532313973,1.0,0.0,2,1,3,0.6931471805599453,Ex,10,Typ,2,Gd,Attchd,2003.0,Fin,3.0,958.0,TA,TA,Y,5.3981627015177525,5.017279836814924,6,2010,WD ,Normal,7,6
48,528176070,4.110873864173311,RL,4.663439094112067,13650,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.4510384535657,Gd,TA,PConc,Gd,TA,Gd,GLQ,6.361302477572996,Unf,0.0,6.9975959829819265,1671.0,GasA,Ex,Y,SBrkr,7.431299675155903,6.335054251498059,0.0,7.719129840906732,1.0,0.0,2,1,3,0.6931471805599453,Gd,7,Typ,1,Ex,Attchd,2002.0,Fin,3.0,756.0,TA,TA,Y,5.476463551931511,4.875197323201151,6,2010,WD ,Normal,8,8
49,528180070,4.795790545596741,RL,4.127134385045092,7658,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,6.023447592961033,Ex,TA,PConc,Ex,TA,No,GLQ,6.124683390894205,Unf,0.0,7.167809184316444,1752.0,GasA,Ex,Y,SBrkr,7.469083884921234,0.0,0.0,7.469083884921234,1.0,0.0,2,0,2,0.6931471805599453,Ex,6,Typ,1,Gd,Attchd,2005.0,RFn,2.0,576.0,TA,TA,Y,5.2832037287379885,4.418840607796598,2,2010,WD ,Normal,5,5
50,528181050,4.795790545596741,RL,3.7376696182833684,7132,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,5.187385805840755,Gd,TA,PConc,Gd,TA,Mn,GLQ,3.2188758248682006,Unf,0.0,7.205635176410364,1370.0,GasA,Ex,Y,SBrkr,7.223295679562314,0.0,0.0,7.223295679562314,0.0,0.0,2,0,2,0.6931471805599453,Gd,6,Typ,1,Gd,Attchd,2006.0,RFn,2.0,484.0,TA,TA,Y,4.795790545596741,3.912023005428146,4,2010,WD ,Normal,4,4
51,528188120,5.081404364984463,RL,3.6109179126442243,2628,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,4.672828834461906,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,6.639875833826536,764.0,GasA,Ex,Y,SBrkr,6.639875833826536,6.760414691083428,0.0,7.394493107219038,0.0,0.0,2,1,2,0.6931471805599453,Gd,6,Typ,0,,BuiltIn,2003.0,RFn,2.0,474.0,TA,TA,Y,0.0,3.332204510175204,6,2010,WD ,Normal,7,7
52,528218150,3.044522437723423,RL,4.61512051684126,18494,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,7.1891677384203225,1324.0,GasA,Ex,Y,SBrkr,7.1891677384203225,0.0,0.0,7.1891677384203225,0.0,0.0,2,0,3,0.6931471805599453,Gd,6,Typ,0,,Attchd,2005.0,Fin,2.0,430.0,TA,TA,Y,3.6109179126442243,3.1780538303479458,1,2010,WD ,Normal,5,5
53,528228285,4.795790545596741,RL,3.784189633918261,3203,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,2.70805020110221,Gd,TA,PConc,Gd,TA,Av,GLQ,2.833213344056216,Unf,0.0,7.029972911706386,1145.0,GasA,Ex,Y,SBrkr,7.044032897274685,0.0,0.0,7.044032897274685,0.0,0.0,2,0,2,0.6931471805599453,Gd,6,Typ,0,,Attchd,2006.0,Fin,2.0,437.0,TA,TA,Y,4.61512051684126,4.762173934797756,1,2010,WD ,Normal,4,4
54,528228440,4.795790545596741,RL,3.784189633918261,3182,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,2.833213344056216,Gd,TA,PConc,Gd,TA,No,GLQ,3.2188758248682006,Unf,0.0,7.117205503164344,1256.0,GasA,Ex,Y,SBrkr,7.146772179452637,0.0,0.0,7.146772179452637,0.0,0.0,2,0,2,0.6931471805599453,Gd,6,Typ,1,TA,Attchd,2004.0,Fin,2.0,430.0,TA,TA,Y,4.990432586778736,3.044522437723423,4,2010,WD ,Normal,6,5
55,528231020,4.394449154672439,RL,4.219507705176107,13300,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,5.7899601708972535,Unf,0.0,4.07753744390572,384.0,GasA,Ex,Y,SBrkr,6.61338421837956,6.447305862541213,0.0,7.226209010100671,1.0,0.0,2,1,3,0.6931471805599453,Gd,7,Typ,1,Gd,BuiltIn,2004.0,Fin,2.0,400.0,TA,TA,Y,4.61512051684126,0.0,6,2010,WD ,Normal,6,6
56,528240070,4.110873864173311,RL,,7851,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,,,Gd,TA,PConc,Gd,TA,No,GLQ,6.439350371100098,Unf,0.0,5.4638318050256105,860.0,GasA,Ex,Y,SBrkr,6.7580945044277305,7.00397413672268,0.0,7.581209826196346,1.0,0.0,2,1,4,0.6931471805599453,Gd,8,Typ,2,TA,BuiltIn,2002.0,Fin,2.0,440.0,TA,TA,Y,5.666426688112432,3.8918202981106265,5,2010,WD ,Normal,8,8
57,528240130,4.110873864173311,RL,4.1588830833596715,8577,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,6.742880635791903,847.0,GasA,Ex,Y,SBrkr,6.742880635791903,6.787844982309579,0.0,7.458186157340487,0.0,0.0,2,1,3,0.6931471805599453,Gd,7,Typ,1,Gd,BuiltIn,2004.0,Fin,2.0,433.0,TA,TA,Y,4.976733742420574,3.8918202981106265,4,2010,WD ,Normal,6,6
58,528250100,4.394449154672439,RL,,7750,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,5.5254529391317835,Unf,0.0,4.90527477843843,384.0,GasA,Ex,Y,SBrkr,6.652863029353347,6.48768401848461,0.0,7.266128779556451,0.0,0.0,2,1,3,0.6931471805599453,TA,7,Typ,1,TA,BuiltIn,2000.0,Fin,2.0,400.0,TA,TA,Y,5.198497031265826,0.0,4,2010,WD ,Normal,10,10
59,528292020,4.110873864173311,RL,,9505,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.198497031265826,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,6.785587645007929,884.0,GasA,Ex,Y,SBrkr,6.785587645007929,7.049254841255837,0.0,7.618742377670413,0.0,0.0,2,1,3,0.6931471805599453,Gd,8,Typ,1,Gd,BuiltIn,2001.0,Fin,2.0,434.0,TA,TA,Y,4.976733742420574,3.8918202981106265,5,2010,WD ,Normal,9,9
60,528328100,4.110873864173311,RL,4.6913478822291435,14774,Pave,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.111987788356544,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,7.2399325913204695,1393.0,GasA,Ex,Y,SBrkr,7.260522598089852,7.071573364211532,0.0,7.8632667240095735,0.0,0.0,2,1,4,0.6931471805599453,Gd,10,Typ,1,TA,BuiltIn,1999.0,Fin,3.0,779.0,TA,TA,Y,6.505784060128229,3.4339872044851463,5,2010,WD ,Normal,11,11
61,528344070,4.110873864173311,RL,4.110873864173311,17433,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,4.74493212836325,Gd,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,7.396335293800808,1629.0,GasA,Ex,Y,SBrkr,7.406103381237015,6.7226297948554485,0.0,7.814399633804487,0.0,0.0,2,1,4,0.6931471805599453,Gd,7,Typ,1,TA,Attchd,1998.0,Fin,3.0,962.0,TA,TA,Y,3.1780538303479458,5.153291594497779,1,2010,WD ,Normal,12,12
62,528358010,3.044522437723423,RL,4.0943445622221,10593,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,7,5,1996,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,5.82600010738045,Gd,TA,PConc,Gd,TA,No,GLQ,6.824373670043086,Unf,0.0,6.687108607866515,1720.0,GasA,Ex,Y,SBrkr,7.450660796211539,0.0,0.0,7.450660796211539,1.0,0.0,2,0,3,0.6931471805599453,Gd,7,Typ,1,TA,Attchd,1996.0,Fin,2.0,527.0,TA,TA,Y,5.484796933490655,4.04305126783455,3,2010,WD ,Normal,14,14
63,528363130,4.110873864173311,RL,4.59511985013459,12256,Pave,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,BrkFace,5.8944028342648505,Gd,TA,PConc,Ex,TA,Av,GLQ,6.940222469119639,Unf,0.0,6.068425588244111,1463.0,GasA,Ex,Y,SBrkr,7.313886831633462,7.023758954738443,0.0,7.872073979866873,1.0,0.0,2,1,3,0.6931471805599453,Gd,9,Typ,2,TA,Attchd,1994.0,RFn,2.0,712.0,TA,TA,Y,5.231108616854587,3.4965075614664802,4,2010,WD ,Normal,16,15
64,528382020,4.110873864173311,RL,4.532599493153256,11764,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1999,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.855071922202427,Gd,TA,PConc,Gd,TA,No,GLQ,6.263398262591624,Unf,0.0,6.444131256700441,1152.0,GasA,Ex,Y,SBrkr,7.060476365999801,7.009408932708637,0.0,7.7279755421055585,0.0,0.0,2,1,4,0.6931471805599453,Gd,9,Typ,1,Gd,Attchd,1999.0,Fin,3.0,671.0,TA,TA,Y,4.890349128221754,4.060443010546419,4,2010,WD ,Normal,11,3
65,528382030,4.110873864173311,RL,4.07753744390572,16770,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,3.4339872044851463,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,7.086737934510577,1195.0,GasA,Gd,Y,SBrkr,7.086737934510577,6.4692503167957724,0.0,7.517520850603031,0.0,0.0,2,1,4,0.6931471805599453,TA,7,Typ,0,,Attchd,1998.0,Fin,2.0,486.0,TA,TA,Y,0.0,4.406719247264253,6,2010,WD ,Normal,12,12
66,528386040,3.9318256327243257,RL,4.04305126783455,14720,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,1.5Fin,8,5,1995,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,6.363028103540465,Gd,TA,PConc,Gd,TA,Av,GLQ,6.705639094860003,Unf,0.0,7.1049654482698426,2033.0,GasA,Ex,Y,SBrkr,7.627544390488503,7.078341579557671,0.0,8.08301991917133,1.0,0.0,2,1,4,0.6931471805599453,Gd,9,Typ,1,Ex,Attchd,1996.0,Fin,3.0,666.0,TA,TA,Y,5.648974238161206,4.465908118654584,3,2010,WD ,Normal,15,14
67,528445060,3.044522437723423,RL,4.30406509320417,8987,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.424950017481403,Gd,TA,PConc,Gd,TA,,Unf,0.0,Unf,0.0,7.3752557780097545,1595.0,GasA,Ex,Y,SBrkr,7.3752557780097545,0.0,0.0,7.3752557780097545,0.0,0.0,2,0,2,0.6931471805599453,Gd,6,Typ,1,Gd,Attchd,2005.0,RFn,3.0,880.0,TA,TA,Y,4.976733742420574,0.0,5,2010,WD ,Normal,5,4
68,528456160,3.044522437723423,FV,4.532599493153256,9215,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2009,2010,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,7.105786129481271,1218.0,GasA,Ex,Y,SBrkr,7.105786129481271,0.0,0.0,7.105786129481271,0.0,0.0,2,0,2,0.6931471805599453,Gd,4,Typ,0,,Attchd,2009.0,RFn,2.0,676.0,TA,TA,Y,0.0,4.919980925828125,4,2010,New,Partial,1,0
69,528458070,4.110873864173311,FV,4.290459441148391,8640,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,3.2188758248682006,Unf,0.0,6.597145701886651,756.0,GasA,Ex,Y,SBrkr,6.639875833826536,6.664409020350408,0.0,7.344719054149673,0.0,0.0,2,1,3,0.6931471805599453,Gd,7,Typ,0,,Attchd,2009.0,Unf,2.0,614.0,TA,TA,Y,5.135798437050262,3.828641396489095,6,2010,Con,Normal,1,1
70,528458110,3.044522437723423,FV,4.330733340286331,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,3.6109179126442243,Gd,TA,PConc,Gd,TA,Av,GLQ,6.983789965258135,Unf,0.0,6.192362489474872,1566.0,GasA,Ex,Y,SBrkr,7.356918242356021,0.0,0.0,7.356918242356021,1.0,0.0,2,0,3,0.6931471805599453,Gd,7,Typ,0,,Attchd,2008.0,RFn,2.0,750.0,TA,TA,Y,4.976733742420574,5.1298987149230735,4,2010,WD ,Normal,2,2
71,528477080,4.110873864173311,FV,4.61512051684126,12552,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,5.407171771460119,Unf,0.0,6.646390514847729,991.0,GasA,Ex,Y,SBrkr,6.899723107284872,6.863803391452954,0.0,7.5745584842024805,0.0,0.0,2,1,3,0.6931471805599453,Gd,8,Typ,1,Gd,Attchd,2004.0,RFn,2.0,678.0,TA,TA,Y,0.0,4.919980925828125,5,2010,WD ,Normal,6,5
72,528480090,3.044522437723423,FV,4.442651256490317,10440,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,GLQ,7.254884810077338,Unf,0.0,4.007333185232471,1468.0,GasA,Ex,Y,SBrkr,7.292337176173877,0.0,0.0,7.292337176173877,1.0,0.0,2,0,2,0.6931471805599453,Gd,6,Typ,1,Gd,Attchd,2005.0,Fin,2.0,528.0,TA,TA,Y,0.0,4.634728988229636,5,2010,WD ,Normal,5,5
73,531367050,4.110873864173311,RL,4.343805421853684,10142,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,6.48768401848461,Unf,0.0,5.707110264748875,956.0,GasA,Ex,Y,SBrkr,6.863803391452954,7.029087564149662,0.0,7.642524134232902,1.0,0.0,2,1,4,0.6931471805599453,Gd,8,Typ,0,,BuiltIn,2004.0,RFn,2.0,618.0,TA,TA,Y,0.0,3.828641396489095,1,2010,WD ,Normal,6,6
74,531369060,4.110873864173311,RL,4.2626798770413155,11920,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,4.812184355372417,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,6.723832440821209,831.0,GasA,Ex,Y,SBrkr,6.723832440821209,6.720220155135295,0.0,7.414572881350589,0.0,0.0,2,1,3,0.6931471805599453,Gd,8,Typ,0,,Attchd,2004.0,RFn,2.0,484.0,TA,TA,Y,4.976733742420574,4.23410650459726,4,2010,WD ,Normal,6,6
75,531380080,4.110873864173311,RL,,8880,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1994,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,6.54534966033442,Unf,0.0,5.537334267018537,948.0,GasA,Ex,Y,SBrkr,7.109062135687172,6.790097235513905,0.0,7.65491704784832,1.0,0.0,2,1,3,0.6931471805599453,Gd,8,Typ,2,Fa,Attchd,1994.0,RFn,2.0,463.0,TA,TA,Y,0.0,4.875197323201151,5,2010,WD ,Normal,16,8
76,531451110,4.795790545596741,RL,3.9318256327243257,8012,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,6.298949246855942,BLQ,4.787491742782046,5.568344503761097,923.0,GasA,TA,Y,SBrkr,6.828712071641684,0.0,0.0,6.828712071641684,0.0,0.0,2,0,2,0.6931471805599453,TA,5,Typ,1,TA,Attchd,1980.0,RFn,1.0,264.0,TA,TA,Y,4.394449154672439,0.0,5,2010,WD ,Normal,30,30
77,531451280,4.110873864173311,RL,4.2626798770413155,11218,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,6.962243464266207,1055.0,GasA,Ex,Y,SBrkr,6.962243464266207,6.673297967767654,0.0,7.520776415062797,0.0,0.0,2,1,3,0.6931471805599453,Gd,8,Typ,1,TA,Attchd,1992.0,RFn,2.0,462.0,TA,TA,Y,6.455198563340122,4.653960350157523,5,2010,WD ,Normal,18,18
78,531452020,4.795790545596741,RL,4.02535169073515,7892,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1979,1979,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,6.823286122355687,918.0,GasA,TA,Y,SBrkr,6.823286122355687,0.0,0.0,6.823286122355687,0.0,0.0,2,0,2,0.6931471805599453,TA,5,Typ,1,TA,Attchd,1979.0,Unf,1.0,264.0,TA,TA,Y,3.367295829986474,0.0,4,2010,WD ,Normal,31,31
79,531452050,4.795790545596741,RL,3.9318256327243257,7175,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1984,1984,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,6.436150368369428,LwQ,4.804021044733257,0.0,744.0,GasA,TA,Y,SBrkr,6.6240652277998935,0.0,0.0,6.6240652277998935,1.0,0.0,1,0,2,0.6931471805599453,TA,4,Typ,0,,Attchd,1984.0,Unf,1.0,264.0,TA,TA,Y,5.869296913133774,0.0,2,2010,WD ,Normal,26,26
80,531452180,4.110873864173311,RL,,9453,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,7,7,1993,2003,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,BLQ,5.998936561946683,Unf,0.0,6.38856140554563,996.0,GasA,Ex,Y,SBrkr,6.922643891475888,6.594413459749778,0.0,7.4645098346365275,0.0,0.0,2,1,3,0.6931471805599453,Gd,7,Typ,0,,Attchd,1993.0,RFn,2.0,457.0,TA,TA,Y,5.916202062607435,4.2626798770413155,2,2010,WD ,Normal,17,7
81,531453010,3.044522437723423,RL,4.406719247264253,9672,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1984,1985,Hip,CompShg,HdBoard,Plywood,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,5.82600010738045,Unf,0.0,6.555356891810665,1040.0,GasA,TA,Y,SBrkr,7.001245622069476,0.0,0.0,7.001245622069476,0.0,0.0,2,0,3,0.6931471805599453,TA,6,Typ,0,,Attchd,1986.0,Unf,2.0,480.0,TA,TA,Y,0.0,0.0,5,2010,WD ,Normal,26,25
82,531453040,4.110873864173311,RL,4.2626798770413155,8400,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,6,1980,1981,Gable,CompShg,HdBoard,HdBoard,BrkFace,4.875197323201151,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,6.478509642208569,650.0,GasA,TA,Y,SBrkr,6.790097235513905,6.517671272912275,0.0,7.355641102974253,0.0,0.0,2,1,3,0.6931471805599453,TA,7,Typ,1,TA,Attchd,1980.0,Unf,2.0,476.0,TA,TA,Y,0.0,3.9318256327243257,4,2010,WD ,Normal,30,29
83,531477050,3.4339872044851463,RH,4.2626798770413155,9800,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Fa,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,6.705639094860003,816.0,GasA,TA,N,FuseA,6.920671504248683,0.0,0.0,6.920671504248683,0.0,0.0,1,0,2,0.6931471805599453,TA,5,Typ,0,,Detchd,1920.0,Unf,1.0,429.0,TA,TA,Y,4.804021044733257,0.0,4,2010,WD ,Normal,90,60
